amedas_id,amedas_subid,,fuken_id,type,f_pre,f_tem,f_wsd,f_sun,f_snc,station_name,station_name_kana,location,,,longitude,,,latitude,height,height_wsd,height_tem,,obs_started_pre,obs_started_others,note1,note2,supervisor,station_id,old_station_id
63201,0,兵庫,63,四,Y,Y,Y,Y,N,生野,イクノ,朝来市生野町口銀谷,35,10,35.1667,134,47.5,134.7917,320,10.8,1.5,#昭53.11.13,1974/11/01,1978/11/13,,,神戸海洋気象台,613,
63216,0,兵庫,63,四,Y,Y,Y,Y,N,柏原,カイバラ,丹波市柏原町母坪,35,8.9,35.1483,135,2.8,135.0467,95,11.9,1.5,#昭53.12.20,1974/11/01,1978/12/20,,,神戸海洋気象台,614,
63241,0,兵庫,63,雨,Y,N,N,N,N,佐用,サヨウ,佐用郡佐用町円応寺,35,1,35.0167,134,22.1,134.3683,120,,,昭51.12.20,1976/12/20,1976/12/20,,,神戸海洋気象台,617,
63251,0,兵庫,63,四,Y,Y,Y,Y,N,一宮,イチノミヤ,宍粟市一宮町東市場,35,5.8,35.0967,134,35.1,134.5850,195,10,1.5,#昭53.11.13,1974/11/01,1978/11/13,,,神戸海洋気象台,615,
63321,0,兵庫,63,四,Y,Y,Y,Y,N,福崎,フクサキ,神崎郡福崎町福崎新,34,57,34.9500,134,44.9,134.7483,72,13.9,1.5,(昭50.5.2)昭52.12.19,1975/05/02,1977/12/19,,,神戸海洋気象台,968,
63331,0,兵庫,63,四,Y,Y,Y,Y,N,西脇,ニシワキ,西脇市上比延町,34,59.9,34.9983,134,59.8,134.9967,72,6.5,1.5,(昭50.5.1)昭53.12.21,1975/05/01,1978/12/21,,,神戸海洋気象台,956,
63346,0,兵庫,63,雨,Y,N,N,N,N,後川,シツカワ,篠山市後川上,35,1.5,35.0250,135,17.6,135.2933,330,,,#,1974/11/01,,,,神戸海洋気象台,618,
63366,0,兵庫,63,四,Y,Y,Y,Y,N,上郡,カミゴオリ,赤穂郡上郡町与井,34,51.5,34.8583,134,22.4,134.3733,20,10,1.5,昭53.12.26,1978/12/26,1978/12/26,,,神戸海洋気象台,619,
63383,0,兵庫,63,官,Y,Y,Y,Y,N,姫路,ヒメジ,姫路市神子岡　姫路特別地域気象観測所,34,50.3,34.8383,134,40.2,134.6700,38,16.3,,平20.11.21,2008/11/21,2008/11/21,,,神戸海洋気象台,47769,
63411,0,兵庫,63,四,Y,Y,Y,Y,N,三田,サンダ,三田市下深田,34,53.7,34.8950,135,12.7,135.2117,150,21.6,1.5,(昭50.5.2)昭53.12.20,1975/05/02,1978/12/20,,,神戸海洋気象台,969,
63461,0,兵庫,63,四,Y,Y,Y,Y,N,三木,ミキ,三木市志染町広野,34,46.6,34.7767,135,0.8,135.0133,145,10,1.5,昭52.12.19,1977/12/19,1977/12/19,,,神戸海洋気象台,1227,
63477,0,兵庫,63,雨,Y,N,N,N,N,西宮,ニシノミヤ,西宮市奥畑,34,45,34.7500,135,20.1,135.3350,38,,,平.18.3.6,H.18.3.6,H.18.3.6,,,神戸海洋気象台,1588,
63491,0,兵庫,63,四,Y,Y,Y,Y,N,家島,イエシマ,姫路市家島町真浦字御室寺,34,40.3,34.6717,134,31.6,134.5267,88,6.5,1.5,昭53.12.25,1978/12/25,1978/12/25,,,神戸海洋気象台,624,
63496,0,兵庫,63,四,Y,Y,Y,Y,N,明石,アカシ,明石市二見町南二見,34,41.2,34.6867,134,52.6,134.8767,3,28.6,1.5,平4.3.23,1992/03/23,1992/03/23,,,神戸海洋気象台,625,
63517,0,兵庫,63,官,Y,Y,Y,N,N,神戸空港,コウベクウコウ,神戸市中央区神戸空港　神戸空港出張所,34,37.9,34.6317,135,13.4,135.2233,7,10.2,,平18.3.16,2006/03/16,2006/03/16,,日照を除く,神戸海洋気象台,1587,
63518,0,兵庫,63,官,Y,Y,N,N,N,神戸,コウベ,神戸市中央区脇浜海岸通　神戸海洋気象台,34,41.8,34.6967,135,12.7,135.2117,5,,,平19.3.28,2007/03/28,2007/03/28,,気温、雨,神戸海洋気象台,47770,
63518,1,兵庫,63,官,N,N,Y,Y,N,神戸,コウベ,神戸市中央区港島　,34,40.9,34.6817,135,13.2,135.2200,3,16,,平19.3.28,2007/03/28,2007/03/28,,風、日照,神戸海洋気象台,47770,
63551,0,兵庫,63,四,Y,Y,Y,Y,N,郡家,グンゲ,淡路市多賀,34,28,34.4667,134,50.9,134.8483,5,9.3,1.5,(昭50.5.2)昭53.12.22,1975/05/02,1978/12/22,,,神戸海洋気象台,970,
63576,0,兵庫,63,官,Y,Y,Y,Y,N,洲本,スモト,洲本市小路谷　洲本特別地域気象観測所,34,20.3,34.3383,134,54.3,134.9050,109,15.4,,#昭50.12.10,1974/11/01,1975/12/10,,,神戸海洋気象台,47776,
63588,0,兵庫,63,四,Y,Y,Y,Y,N,南淡,ナンダン,南あわじ市阿万塩屋町,34,13.1,34.2183,134,43.2,134.7200,5,9.6,1.5,平16.1.30,2004/01/30,2004/01/30,,,神戸海洋気象台,1337,
64036,0,奈良,64,官,Y,Y,Y,Y,N,奈良,ナラ,奈良市半田開町　奈良地方気象台,34,41.6,34.6933,135,49.6,135.8267,104,11.1,,#昭50.3.19,1974/11/01,1975/03/19,,,奈良地方気象台,47780,
64041,0,奈良,64,四,Y,Y,Y,Y,N,針,ハリ,奈良市針町,34,36.3,34.6050,135,57.2,135.9533,468,10,1.5,#昭53.12.22,1974/11/01,1978/12/22,,,奈良地方気象台,630,
64056,0,奈良,64,雨,Y,N,N,N,N,田原本,タワラモト,磯城郡田原本町,34,33.3,34.5550,135,47.1,135.7850,50,,,#,1974/11/01,,,,奈良地方気象台,631,
64076,0,奈良,64,雨,Y,N,N,N,N,曽爾,ソニ,宇陀郡曽爾村太良路,34,31.3,34.5217,136,9.5,136.1583,610,,,#,1974/11/01,,,,奈良地方気象台,632,
64091,0,奈良,64,雨,Y,N,N,N,N,葛城,カツラギ,葛城市寺口,34,29.3,34.4883,135,42.2,135.7033,141,,,昭56.8.24,1981/08/24,1981/08/24,,,奈良地方気象台,1376,
64101,0,奈良,64,四,Y,Y,Y,Y,N,大宇陀,オオウダ,宇陀市大宇陀区下竹,34,29.3,34.4883,135,55.9,135.9317,349,10,1.5,#昭53.12.22,1974/11/01,1978/12/22,,,奈良地方気象台,633,
64127,0,奈良,64,四,Y,Y,Y,Y,N,五條,ゴジョウ,五條市三在町,34,22.8,34.3800,135,43.8,135.7300,190,9.5,1.5,平17.12.19,2005/12/19,2005/12/19,,,奈良地方気象台,635,
64136,0,奈良,64,雨,Y,N,N,N,N,吉野,ヨシノ,吉野郡吉野町宮滝,34,22.7,34.3783,135,54,135.9000,188,,,平3.1.16,1991/01/16,1991/01/16,,,奈良地方気象台,1439,
64161,0,奈良,64,雨,Y,N,N,N,N,天川,テンカワ,吉野郡天川村大字洞川,34,16.2,34.2700,135,53,135.8833,840,,,平22.3.25,2010/03/25,2010/03/25,,,奈良地方気象台,1619,
64206,0,奈良,64,四,Y,Y,Y,Y,N,上北山,カミキタヤマ,吉野郡上北山村小橡,34,8.2,34.1367,136,0.3,136.0050,334,6.5,1.5,(昭50.5.1)昭53.12.26,1975/05/01,1978/12/26,,,奈良地方気象台,957,
64227,0,奈良,64,四,Y,Y,Y,Y,N,風屋,カゼヤ,吉野郡十津川村風屋,34,2.7,34.0450,135,47.2,135.7867,301,6.5,1.5,昭52.12.20,1977/12/20,1977/12/20,,,奈良地方気象台,1228,
64261,0,奈良,64,雨,Y,N,N,N,N,玉置山,タマキヤマ,吉野郡十津川村玉置山,33,55.6,33.9267,135,49.8,135.8300,1077,,,#,1974/11/01,,,,奈良地方気象台,641,
65021,0,和歌山,65,雨,Y,N,N,N,N,葛城山,カツラギサン,紀の川市那賀町切畑,34,20.8,34.3467,135,26.2,135.4367,840,,,#,1974/11/01,,,,和歌山地方気象台,642,
65026,0,和歌山,65,四,Y,Y,Y,Y,N,かつらぎ,カツラギ,伊都郡かつらぎ町妙寺,34,18.6,34.3100,135,31.7,135.5283,142,9.4,1.5,昭54.1.8,1979/01/08,1979/01/08,,,和歌山地方気象台,1342,
65036,0,和歌山,65,四,Y,Y,Y,Y,N,友ケ島,トモガシマ,和歌山市加太苫ケ沖島,34,16.8,34.2800,135,0,135.0000,43,9.4,1.5,平10.3.18,1998/03/18,1998/03/18,,,和歌山地方気象台,1457,
65042,0,和歌山,65,官,Y,Y,Y,Y,N,和歌山,ワカヤマ,和歌山市男野芝丁　和歌山地方気象台,34,13.7,34.2283,135,9.8,135.1633,14,38.8,,平5.12.1,1993/12/01,1993/12/01,,,和歌山地方気象台,47777,
65061,0,和歌山,65,四,Y,Y,Y,Y,N,高野山,コウヤサン,伊都郡高野町高野山,34,13.3,34.2217,135,35.4,135.5900,795,10,1.5,#昭54.1.8,1974/11/01,1979/01/08,,,和歌山地方気象台,645,
65106,0,和歌山,65,雨,Y,N,N,N,N,湯浅,ユアサ,有田郡湯浅町湯浅,34,2.1,34.0350,135,10.9,135.1817,8,,,昭50.5.8,1975/05/08,1975/05/08,,,和歌山地方気象台,978,
65121,0,和歌山,65,四,Y,Y,Y,Y,N,清水,シミズ,有田郡有田川町清水,34,5.2,34.0867,135,25.5,135.4250,240,6.5,1.5,(昭50.5.30)昭54.1.9,1975/05/30,1979/01/09,,,和歌山地方気象台,1063,
65127,0,和歌山,65,雨,Y,N,N,N,N,護摩壇山,ゴマダンザン,田辺市龍神村五百原,34,2.4,34.0400,135,34,135.5667,1130,,,平22.3.25,2010/03/25,2010/03/25,,,和歌山地方気象台,646,
65162,0,和歌山,65,四,Y,Y,Y,Y,N,龍神,リュウジン,田辺市龍神村湯ノ又字上湯ノ又,33,56.7,33.9450,135,33.4,135.5567,410,6.5,1.5,平6.3.8,1994/03/08,1994/03/08,,,和歌山地方気象台,1089,
65201,0,和歌山,65,四,Y,Y,Y,Y,N,川辺,カワベ,日高郡日高川町和佐,33,53.6,33.8933,135,13,135.2167,84,9.4,1.5,平11.3.4,1999/03/04,1999/03/04,,,和歌山地方気象台,1485,
65226,0,和歌山,65,雨,Y,N,N,N,N,本宮,ホングウ,田辺市本宮町本宮,33,50.2,33.8367,135,46.4,135.7733,60,,,昭50.8.18,1975/08/18,1975/08/18,,,和歌山地方気象台,1074,
65256,0,和歌山,65,四,Y,Y,Y,Y,N,栗栖川,クリスガワ,田辺市中辺路町栗栖川,33,47.5,33.7917,135,30.8,135.5133,160,10,1.5,(昭50.5.2)昭54.1.11,1975/05/02,1979/01/11,,,和歌山地方気象台,971,
65276,0,和歌山,65,四,Y,Y,Y,Y,N,新宮,シングウ,新宮市佐野,33,41.2,33.6867,135,58.2,135.9700,18,9.4,1.5,#昭54.3.13,1974/11/01,1979/03/13,,,和歌山地方気象台,649,
65288,0,和歌山,65,官,Y,Y,Y,N,N,南紀白浜,ナンキシラハマ,西牟婁郡白浜町　南紀白浜空港出張所,33,39.7,33.6617,135,21.8,135.3633,89,8.2,,平18.3.16,2006/03/16,2006/03/16,,日照を除く,和歌山地方気象台,1589,
65306,0,和歌山,65,四,Y,Y,Y,Y,N,西川,ニシカワ,東牟婁郡古座川町西川,33,38.3,33.6383,135,42.6,135.7100,150,10,1.5,昭54.1.12,1979/01/12,1979/01/12,,,和歌山地方気象台,1347,
65311,0,和歌山,65,雨,Y,N,N,N,N,色川,イロカワ,東牟婁郡那智勝浦町大野,33,40.5,33.6750,135,50.9,135.8483,275,,,昭52.7.14,1977/07/14,1977/07/14,,,和歌山地方気象台,1172,
65321,0,和歌山,65,雨,Y,N,N,N,N,日置川,ヒキガワ,西牟婁郡白浜町安居,33,36.3,33.6050,135,28.8,135.4800,17,,,#,1974/11/01,,,,和歌山地方気象台,651,
65356,0,和歌山,65,官,Y,Y,Y,Y,N,潮岬,シオノミサキ,東牟婁郡串本町潮岬　潮岬特別地域気象観測所,33,27,33.4500,135,45.6,135.7600,73,15.1,,#昭50.3.13,1974/11/01,1975/03/13,,,和歌山地方気象台,47778,
66046,0,岡山,66,四,Y,Y,Y,Y,N,上長田,カミナガタ,真庭市蒜山上長田,35,17.8,35.2967,133,43.5,133.7250,430,6.5,1.5,昭53.12.6,1978/12/06,1978/12/06,66900,,岡山地方気象台,1328,
66056,0,岡山,66,雨,Y,N,N,N,N,恩原,オンバラ,苫田郡鏡野町上斎原,35,18,35.3000,133,59.2,133.9867,734,,,昭56.6.2,1981/06/02,1981/06/02,,,岡山地方気象台,1371,
66091,0,岡山,66,四,Y,Y,Y,Y,N,千屋,チヤ,新見市千屋,35,6.2,35.1033,133,26.1,133.4350,525,10,1.5,昭53.12.8,1978/12/08,1978/12/08,66910,,岡山地方気象台,1330,
66112,0,岡山,66,雨,Y,N,N,N,N,富,トミ,苫田郡鏡野町富西谷,35,10.7,35.1783,133,48.3,133.8050,480,,,平17.12.10,2005/12/10,2005/12/10,,,岡山地方気象台,1584,
66127,0,岡山,66,四,Y,Y,Y,Y,N,奈義,ナギ,勝田郡奈義町荒内西字大池,35,6.7,35.1117,134,10.2,134.1700,212,6.5,1.5,昭52.2.25,1977/02/25,1977/02/25,,,岡山地方気象台,1140,
66136,0,岡山,66,四,Y,Y,Y,Y,N,今岡,イマオカ,美作市今岡,35,5.9,35.0983,134,19.5,134.3250,207,6.5,1.5,#昭53.11.16,1974/11/01,1978/11/16,66915,,岡山地方気象台,655,
66171,0,岡山,66,四,Y,Y,Y,Y,N,久世,クセ,真庭市中島,35,4.1,35.0683,133,45.2,133.7533,144,10,1.5,昭53.11.17,1978/11/17,1978/11/17,,,岡山地方気象台,656,
66186,0,岡山,66,官,Y,Y,Y,Y,N,津山,ツヤマ,津山市林田　津山特別地域気象観測所,35,3.8,35.0633,134,0.5,134.0083,146,11.7,,#昭50.12.15,1974/11/01,1975/12/15,66920,,岡山地方気象台,47756,
66221,0,岡山,66,四,Y,Y,Y,Y,N,新見,ニイミ,新見市足見堂の下,34,56.6,34.9433,133,31.1,133.5183,393,10,1.5,昭53.11.20,1978/11/20,1978/11/20,,,岡山地方気象台,658,
66226,0,岡山,66,雨,Y,N,N,N,N,下呰部,シモアザエ,真庭市下呰部,34,57.9,34.9650,133,37.7,133.6283,180,,,昭50.4.24,1975/04/24,1975/04/24,,,岡山地方気象台,929,
66237,0,岡山,66,雨,Y,N,N,N,N,旭西,アサヒニシ,久米郡美咲町西,34,57.7,34.9617,133,48.7,133.8117,230,,,平22.3.18,2010/03/18,2010/03/18,,,岡山地方気象台,1618,
66251,0,岡山,66,雨,Y,N,N,N,N,赤磐,アカイワ,赤磐市黒本,34,55.1,34.9183,134,4.9,134.0817,56,,,#,1974/11/01,,,,岡山地方気象台,660,
66276,0,岡山,66,雨,Y,N,N,N,N,陣山,ジンヤマ,高梁市松原町字松岡陣山,34,49.7,34.8283,133,31.4,133.5233,529,,,#,1974/11/01,,,,岡山地方気象台,661,
66287,0,岡山,66,雨,Y,N,N,N,N,吉備中央,キビチュウオウ,加賀郡吉備中央町北,34,49,34.8167,133,42.3,133.7050,340,,,平17.12.14,2005/12/14,2005/12/14,,,岡山地方気象台,1585,
66296,0,岡山,66,四,Y,Y,Y,Y,N,福渡,フクワタリ,岡山市北区建部町福渡,34,52,34.8667,133,54.2,133.9033,63,7.9,1.5,#昭54.1.9,1974/11/01,1979/01/09,,,岡山地方気象台,663,
66306,0,岡山,66,四,Y,Y,Y,Y,N,和気,ワケ,和気郡和気町吉田,34,48.9,34.8150,134,11,134.1833,35,10,1.5,#昭54.1.9,1974/11/01,1979/01/09,,,岡山地方気象台,664,
66336,0,岡山,66,四,Y,Y,Y,Y,N,高梁,タカハシ,高梁市落合町近似,34,47.5,34.7917,133,36.6,133.6100,60,10,1.5,(昭50.4.24)昭54.1.10,1975/04/24,1979/01/10,,,岡山地方気象台,930,
66346,0,岡山,66,官,Y,Y,Y,N,N,日応寺,ニチオウジ,岡山市北区日応寺　岡山空港出張所,34,45.4,34.7567,133,51.3,133.8550,239,7.2,,平18.3.16,2006/03/16,2006/03/16,,日照を除く,岡山地方気象台,1531,
66381,0,岡山,66,雨,Y,N,N,N,N,佐屋,サヤ,井原市芳井町佐屋,34,41.1,34.6850,133,26.7,133.4450,390,,,#,1974/11/01,,,,岡山地方気象台,665,
66391,0,岡山,66,雨,Y,N,N,N,N,矢掛,ヤカゲ,小田郡矢掛町東三成,34,37,34.6167,133,37.1,133.6183,18,,,#,1974/11/01,,,,岡山地方気象台,666,
66408,0,岡山,66,官,Y,Y,Y,Y,N,岡山,オカヤマ,岡山市北区桑田町　岡山地方気象台,34,39.6,34.6600,133,55,133.9167,3,70.8,,平8.3.25,1996/03/25,1996/03/25,,,岡山地方気象台,47768,
66421,0,岡山,66,四,Y,Y,Y,Y,N,虫明,ムシアゲ,瀬戸内市邑久町虫明,34,40.9,34.6817,134,12.4,134.2067,10,10,1.5,#昭54.1.19,1974/11/01,1979/01/19,,,岡山地方気象台,668,
66446,0,岡山,66,四,Y,Y,Y,Y,N,倉敷,クラシキ,倉敷市中央,34,35.4,34.5900,133,46.1,133.7683,3,10,1.5,#昭54.1.9,1974/11/01,1979/01/09,,,岡山地方気象台,669,
66481,0,岡山,66,四,Y,Y,Y,Y,N,笠岡,カサオカ,笠岡市カブト東町,34,30.1,34.5017,133,29.7,133.4950,0,6.5,1.5,昭54.1.10,1979/01/10,1979/01/10,,,岡山地方気象台,919,
66501,0,岡山,66,四,Y,Y,Y,Y,N,玉野,タマノ,玉野市宇野,34,29.2,34.4867,133,57,133.9500,2,6.5,1.5,#昭51.4.1,1974/11/01,1976/04/01,,,岡山地方気象台,670,
67016,0,広島,67,四,Y,Y,Y,Y,N,高野,タカノ,庄原市高野町新市,35,2,35.0333,132,54.1,132.9017,570,10,1.5,(昭50.4.1)昭53.11.22,1975/04/01,1978/11/22,67900,,広島地方気象台,947,
67026,0,広島,67,雨,Y,N,N,N,N,道後山,ドウゴヤマ,庄原市西城町三坂,35,3.4,35.0567,133,11.3,133.1883,729,,,平17.11.29,2005/11/29,2005/11/29,,,広島地方気象台,671,
67052,0,広島,67,雨,Y,N,N,N,N,君田,キミタ,三次市君田町櫃田字市井谷,34,55.7,34.9283,132,49.8,132.8300,304,,,平17.12.5,2005/12/05,2005/12/05,,,広島地方気象台,1582,
67106,0,広島,67,四,Y,Y,Y,Y,N,三次,ミヨシ,三次市三次町,34,48.7,34.8117,132,51,132.8500,159,10,1.5,#昭53.11.22,1974/11/01,1978/11/22,,,広島地方気象台,674,
67116,0,広島,67,四,Y,Y,Y,Y,N,庄原,ショウバラ,庄原市東本町,34,51.6,34.8600,133,1.4,133.0233,300,15.4,1.5,#昭51.4.1,1974/11/01,1976/04/01,,,広島地方気象台,675,
67126,0,広島,67,雨,Y,N,N,N,N,東城,トウジョウ,庄原市東城町川東,34,53.7,34.8950,133,16.6,133.2767,310,,,昭50.4.28,1975/04/28,1975/04/28,,,広島地方気象台,948,
67136,0,広島,67,雨,Y,N,N,N,N,八幡,ヤワタ,山県郡北広島町東八幡原,34,42.5,34.7083,132,10.4,132.1733,774,,,昭53.7.5,1978/07/05,1978/07/05,67905,,広島地方気象台,1262,
67151,0,広島,67,四,Y,Y,Y,Y,N,大朝,オオアサ,山県郡北広島町大朝字大坪,34,46.1,34.7683,132,27.8,132.4633,385,10,1.5,#昭52.12.23,1974/11/01,1977/12/23,67910,,広島地方気象台,676,
67161,0,広島,67,雨,Y,N,N,N,N,美土里,ミドリ,安芸高田市美土里町横田,34,43.3,34.7217,132,39.3,132.6550,318,,,平17.12.8,2005/12/08,2005/12/08,,,広島地方気象台,1583,
67191,0,広島,67,四,Y,Y,Y,Y,N,油木,ユキ,神石郡神石高原町安田伊ノ平谷,34,45.8,34.7633,133,16.7,133.2783,510,10,1.5,昭53.12.12,1978/12/12,1978/12/12,,,広島地方気象台,1325,
67211,0,広島,67,雨,Y,N,N,N,N,王泊,オオドマリ,山県郡北広島町細見,34,41.9,34.6983,132,18.7,132.3117,525,,,昭53.6.7,1978/06/07,1978/06/07,,,広島地方気象台,1257,
67212,0,広島,67,四,Y,Y,Y,Y,N,加計,カケ,山県郡安芸太田町加計字神田,34,36.6,34.6100,132,19.2,132.3200,210,10,1.5,#昭53.11.24,1974/11/01,1978/11/24,,,広島地方気象台,677,
67217,0,広島,67,雨,Y,N,N,N,N,都志見,ツシミ,山県郡北広島町都志見,34,38.8,34.6467,132,26.6,132.4433,400,,,平17.12.6,2005/12/06,2005/12/06,,,広島地方気象台,1579,
67231,0,広島,67,雨,Y,N,N,N,N,甲田,コウダ,安芸高田市甲田町高田原,34,41.7,34.6950,132,45.6,132.7600,185,,,昭50.4.28,1975/04/28,1975/04/28,,,広島地方気象台,949,
67251,0,広島,67,雨,Y,N,N,N,N,上下,ジョウゲ,府中市上下町上下,34,41.6,34.6933,133,7,133.1167,384,,,#,1974/11/01,,,,広島地方気象台,679,
67271,0,広島,67,雨,Y,N,N,N,N,内黒山,ウチグロヤマ,山県郡安芸太田町大字横川字横川東平,34,35.8,34.5967,132,10.6,132.1767,987,,,#,1974/11/01,,,,広島地方気象台,680,
67292,0,広島,67,四,Y,Y,Y,Y,N,三入,ミイリ,広島市安佐北区三入,34,32.7,34.5450,132,31.8,132.5300,70,6.4,1.5,平13.12.20,2001/12/20,2001/12/20,,,広島地方気象台,950,
67306,0,広島,67,雨,Y,N,N,N,N,安宿,アスカ,東広島市豊栄町安宿,34,34,34.5667,132,50.3,132.8383,363,,,平22.1.28,2010/01/28,2010/01/28,,,広島地方気象台,1603,
67316,0,広島,67,四,Y,Y,Y,Y,N,世羅,セラ,世羅郡世羅町大字東神崎字大田,34,35,34.5833,133,3,133.0500,350,8,1.5,#昭52.2.23,1974/11/01,1977/02/23,,,広島地方気象台,681,
67326,0,広島,67,四,Y,Y,Y,Y,N,府中,フチュウ,府中市土生町,34,33.7,34.5617,133,13.9,133.2317,70,9.5,1.5,(昭50.4.28)昭54.1.11,1975/04/28,1979/01/11,,,広島地方気象台,951,
67351,0,広島,67,雨,Y,N,N,N,N,佐伯湯来,サエキユキ,広島市佐伯区湯来町大字和田字中須賀,34,29.9,34.4983,132,17.4,132.2900,206,,,平17.12.2,2005/12/02,2005/12/02,,,広島地方気象台,1575,
67371,0,広島,67,雨,Y,N,N,N,N,志和,シワ,東広島市志和町志和堀,34,29.9,34.4983,132,39.6,132.6600,215,,,昭52.6.30,1977/06/30,1977/06/30,,,広島地方気象台,1163,
67376,0,広島,67,四,Y,Y,Y,Y,N,東広島,ヒガシヒロシマ,東広島市八本松町原,34,25,34.4167,132,42,132.7000,224,10,1.5,#昭54.1.17,1974/11/01,1979/01/17,,,広島地方気象台,683,
67386,0,広島,67,官,Y,Y,Y,N,N,本郷,ホンゴウ,三原市本郷町善入寺平岩　広島空港出張所,34,26.1,34.4350,132,55.1,132.9183,331,10.2,,平18.3.16,2006/03/16,2006/03/16,,日照を除く,広島地方気象台,1472,
67401,0,広島,67,官,Y,Y,Y,Y,N,福山,フクヤマ,福山市松永町　福山特別地域気象観測所,34,26.8,34.4467,133,14.8,133.2467,2,13.7,,#昭50.12.16,1974/11/01,1975/12/16,,,広島地方気象台,47767,
67421,0,広島,67,四,Y,Y,Y,Y,N,廿日市津田,ハツカイチツタ,廿日市市津田,34,21.9,34.3650,132,11.4,132.1900,317,10,1.5,昭53.12.6,1978/12/06,1978/12/06,,,広島地方気象台,1326,
67437,0,広島,67,官,Y,Y,Y,Y,N,広島,ヒロシマ,広島市中区上八丁堀　広島地方気象台,34,23.9,34.3983,132,27.7,132.4617,4,95.4,,昭63.1.1,1988/01/01,1988/01/01,,,広島地方気象台,47765,
67461,0,広島,67,四,Y,Y,Y,Y,N,竹原,タケハラ,竹原市忠海床浦,34,19.8,34.3300,132,58.9,132.9817,5,10,1.5,#昭54.1.12,1974/11/01,1979/01/12,,,広島地方気象台,686,
67471,0,広島,67,四,Y,Y,Y,Y,N,生口島,イクチジマ,尾道市瀬戸田町御寺,34,16.7,34.2783,133,7.4,133.1233,3,10,1.5,#昭54.1.12,1974/11/01,1979/01/12,,,広島地方気象台,687,
67496,0,広島,67,四,Y,Y,Y,Y,N,大竹,オオタケ,大竹市立戸,34,13.3,34.2217,132,13.2,132.2200,1,25.1,1.5,#昭54.1.16,1974/11/01,1979/01/16,,,広島地方気象台,688,
67511,0,広島,67,官,Y,Y,Y,Y,N,呉,クレ,呉市宝町　呉特別地域気象観測所,34,14.4,34.2400,132,33,132.5500,4,27.3,,#昭50.12.10,1974/11/01,1975/12/10,,,広島地方気象台,47766,
67566,0,広島,67,雨,Y,N,N,N,N,倉橋,クラハシ,呉市倉橋町本浦,34,6.2,34.1033,132,30.2,132.5033,5,,,#,1974/11/01,,,,広島地方気象台,690,
67576,0,広島,67,四,Y,Y,Y,Y,N,呉市蒲刈,クレシカマガリ,呉市蒲刈町大浦字前沖浦,34,9.9,34.1650,132,44.9,132.7483,48,10,1.5,平21.2.25,2009/02/25,2009/02/25,,,広島地方気象台,1606,
68022,0,島根,68,官,Y,Y,Y,Y,N,西郷,サイゴウ,隠岐郡隠岐の島町西町大城の一　西郷特別地域気象観測所,36,12.2,36.2033,133,20,133.3333,27,17,,昭62.10.14,1987/10/14,1987/10/14,68955,,松江地方気象台,47740,
68046,0,島根,68,官,Y,Y,Y,N,N,西郷岬,サイゴウミサキ,隠岐郡隠岐の島町岬町　隠岐航空気象観測所,36,10.7,36.1783,133,19.4,133.3233,80,10,,平18.3.16,2006/03/16,2006/03/16,,日照を除く,松江地方気象台,1473,
68056,0,島根,68,四,Y,Y,Y,Y,N,海士,アマ,隠岐郡海士町海士,36,5.8,36.0967,133,5.8,133.0967,3,9.3,1.5,昭53.11.17,1978/11/17,1978/11/17,,,松江地方気象台,1307,
68091,0,島根,68,四,Y,Y,Y,Y,N,鹿島,カシマ,松江市鹿島町北講武,35,31.2,35.5200,133,1.3,133.0217,5,10,1.5,#昭53.12.1,1974/11/01,1978/12/01,,,松江地方気象台,693,
68121,0,島根,68,官,Y,Y,Y,N,N,斐川,ヒカワ,簸川郡斐川町大字沖洲字反　出雲空港出張所,35,24.8,35.4133,132,53.4,132.8900,2,8.5,,平18.3.16,2006/03/16,2006/03/16,,日照を除く,松江地方気象台,694,
68132,0,島根,68,官,Y,Y,Y,Y,N,松江,マツエ,松江市西津田　松江地方気象台,35,27.4,35.4567,133,3.9,133.0650,17,26.7,,昭54.11.1,1979/11/01,1979/11/01,68960,,松江地方気象台,47741,
68156,0,島根,68,四,Y,Y,Y,Y,N,出雲,イズモ,出雲市芦渡町,35,19.9,35.3317,132,43.8,132.7300,20,10,1.5,昭53.11.20,1978/11/20,1978/11/20,,,松江地方気象台,1310,
68166,0,島根,68,雨,Y,N,N,N,N,大東,ダイトウ,雲南市大東町下阿用,35,19.1,35.3183,132,57.9,132.9650,56,,,#,1974/11/01,,,,松江地方気象台,696,
68181,0,島根,68,雨,Y,N,N,N,N,伯太,ハクタ,安来市伯太町母里,35,21,35.3500,133,16.4,133.2733,23,,,昭51.5.20,1976/05/20,1976/05/20,,,松江地方気象台,1095,
68206,0,島根,68,雨,Y,N,N,N,N,佐田,サダ,出雲市佐田町大呂,35,13.3,35.2217,132,43.4,132.7233,100,,,昭50.4.28,1975/04/28,1975/04/28,,,松江地方気象台,954,
68246,0,島根,68,四,Y,Y,Y,Y,N,大田,オオダ,大田市大田町大田,35,11.4,35.1900,132,29.8,132.4967,30,10.2,1.5,#昭53.11.21,1974/11/01,1978/11/21,,,松江地方気象台,697,
68261,0,島根,68,四,Y,Y,Y,Y,N,掛合,カケヤ,雲南市掛合町掛合,35,11.9,35.1983,132,49,132.8167,215,7.9,1.5,#昭53.11.16,1974/11/01,1978/11/16,,,松江地方気象台,698,
