amedas_id,amedas_subid,,fuken_id,type,f_pre,f_tem,f_wsd,f_sun,f_snc,station_name,station_name_kana,location,,,longitude,,,latitude,height,height_wsd,height_tem,,obs_started_pre,obs_started_others,note1,note2,supervisor,station_id,old_station_id
34311,0,宮城,34,四,Y,Y,Y,Y,N,新川,ニッカワ,仙台市青葉区新川字清水尻,38,18.2,38.3033,140,38.2,140.6367,265,10,2,#昭51.11.30,1974/11/01,1976/11/30,34915,,仙台管区気象台,251,
34331,0,宮城,34,四,Y,Y,Y,Y,N,塩釜,シオガマ,塩竃市伊保石,38,20.3,38.3383,141,0.8,141.0133,105,10,1.5,(昭50.5.21)昭51.11.30,1975/05/21,1976/11/30,,,仙台管区気象台,1030,
34361,0,宮城,34,四,Y,Y,Y,Y,N,江ノ島,エノシマ,牡鹿郡女川町江島字荒藪,38,23.9,38.3983,141,35.8,141.5967,40,6.5,1.5,昭53.11.21,1978/11/21,1978/11/21,,,仙台管区気象台,1290,
34392,0,宮城,34,官,Y,Y,Y,Y,N,仙台,センダイ,仙台市宮城野区五輪　仙台管区気象台,38,15.7,38.2617,140,53.8,140.8967,39,52,,#昭57.3.1,1974/11/01,1982/03/01,34917,,仙台管区気象台,47590,
34431,0,宮城,34,雨,Y,N,N,N,N,岩沼,イワヌマ,岩沼市里の杜,38,6.4,38.1067,140,52.6,140.8767,4,,,平23.6.14,2011/06/14,2011/06/14,,臨時観測所,仙台管区気象台,1632,
34436,0,宮城,34,官,Y,Y,Y,N,N,名取,ナトリ,名取市下増田字南原　仙台航空測候所,38,8.3,38.1383,140,55,140.9167,2,8.2,,平18.3.16,2006/03/16,2006/03/16,,日照を除く,仙台管区気象台,1464,
34461,0,宮城,34,四,Y,Y,Y,Y,N,白石,シロイシ,白石市福岡長袋字湯殿山,38,0.9,38.0150,140,36.7,140.6117,86,10,2,#昭51.11.25,1974/11/01,1976/11/25,34920,,仙台管区気象台,256,
34462,0,宮城,34,四,Y,Y,Y,Y,N,蔵王,ザオウ,刈田郡蔵王町大字平沢字内屋敷,38,7.6,38.1267,140,40.8,140.6800,112,6.5,2,平17.10.27,2005/10/27,2005/10/27,,,仙台管区気象台,1564,
34471,0,宮城,34,四,Y,Y,Y,Y,N,亘理,ワタリ,亘理郡亘理町字油田,38,1.5,38.0250,140,51.5,140.8583,4,10,1.5,#昭51.11.29,1974/11/01,1976/11/29,,,仙台管区気象台,257,
34506,0,宮城,34,四,Y,Y,Y,Y,N,丸森,マルモリ,伊具郡丸森町舘矢間舘山字新賢中,37,55.9,37.9317,140,46.7,140.7783,18,10,1.5,昭52.11.4,1977/11/04,1977/11/04,,,仙台管区気象台,1220,
34526,0,宮城,34,雨,Y,N,N,N,N,筆甫,ヒッポ,伊具郡丸森町筆甫字和田,37,49.6,37.8267,140,43.7,140.7283,305,,,昭53.11.10,1978/11/10,1978/11/10,,,仙台管区気象台,1298,
35002,0,山形,35,四,Y,Y,Y,Y,N,飛島,トビシマ,酒田市飛島字勝浦乙,39,11,39.1833,139,32.6,139.5433,58,20.5,1.5,昭62.11.10,1987/11/10,1987/11/10,,,山形地方気象台,1291,
35052,0,山形,35,官,Y,Y,Y,Y,N,酒田,サカタ,酒田市亀ケ崎　酒田特別地域気象観測所,38,54.5,38.9083,139,50.6,139.8433,3,26.7,,#昭59.2.9,1974/11/01,1984/02/09,35955,,山形地方気象台,47587,
35061,0,山形,35,雨,Y,N,N,N,N,上草津,カミクサツ,酒田市草津字芦巻,38,59.7,38.9950,140,1.7,140.0283,178,,,昭50.5.23,1975/05/23,1975/05/23,,,山形地方気象台,1038,
35071,0,山形,35,四,Y,Y,Y,Y,N,差首鍋,サスナベ,最上郡真室川町差首鍋,38,55.1,38.9183,140,12,140.2000,88,9,3.5,#昭51.11.30,1974/11/01,1976/11/30,,,山形地方気象台,260,
35086,0,山形,35,官,Y,Y,Y,N,N,浜中,ハマナカ,酒田市浜中字村東　庄内空港出張所,38,48.7,38.8117,139,47.2,139.7867,22,10,,平18.3.16,2006/03/16,2006/03/16,,日照を除く,山形地方気象台,1465,
35116,0,山形,35,四,Y,Y,Y,Y,N,金山,カネヤマ,最上郡金山町金山字本町,38,52.7,38.8783,140,19.9,140.3317,170,10,3.5,#昭51.11.29,1974/11/01,1976/11/29,35900,,山形地方気象台,262,
35141,0,山形,35,四,Y,Y,Y,Y,N,鶴岡,ツルオカ,鶴岡市錦町,38,44.1,38.7350,139,49.7,139.8283,16,6.5,1.5,#昭51.12.2,1974/11/01,1976/12/02,,,山形地方気象台,263,
35146,0,山形,35,四,Y,Y,Y,Y,N,狩川,カリカワ,東田川郡庄内町狩川字矢倉,38,48,38.8000,139,58.4,139.9733,17,10,3,#昭51.12.2,1974/11/01,1976/12/02,35905,,山形地方気象台,264,
35162,0,山形,35,官,Y,Y,Y,Y,N,新庄,シンジョウ,新庄市東谷地田町　新庄特別地域気象観測所,38,45.4,38.7567,140,18.7,140.3117,105,30.8,,#昭60.11.1,1974/11/01,1985/11/01,35907,,山形地方気象台,47520,
35171,0,山形,35,雨,Y,N,N,N,N,瀬見,セミ,最上郡最上町大堀,38,45.3,38.7550,140,24.8,140.4133,150,,,#,1974/11/01,,,,山形地方気象台,266,
35176,0,山形,35,四,Y,Y,Y,Y,N,向町,ムカイマチ,最上郡最上町向町,38,45.5,38.7583,140,31,140.5167,212,10,3.5,(昭49.12.18)昭51.11.26,1974/12/18,1976/11/26,35950,,山形地方気象台,910,
35201,0,山形,35,雨,Y,N,N,N,N,櫛引,クシビキ,鶴岡市桂荒俣字上桂,38,40.3,38.6717,139,50.9,139.8483,33,,,#,1974/11/01,,35910,,山形地方気象台,268,
35216,0,山形,35,四,Y,Y,Y,Y,N,肘折,ヒジオリ,最上郡大蔵村南山,38,36.4,38.6067,140,9.8,140.1633,330,8.5,5,昭51.11.27,1976/11/27,1976/11/27,35920,,山形地方気象台,1125,
35231,0,山形,35,四,Y,Y,Y,Y,N,尾花沢,オバナザワ,尾花沢市尾花沢字上新田,38,36.5,38.6083,140,24.7,140.4117,106,9,2.5,(昭50.5.23)昭51.3.8,1975/05/23,1976/03/08,35915,,山形地方気象台,1039,
35246,0,山形,35,四,Y,Y,Y,Y,N,鼠ケ関,ネズガセキ,鶴岡市鼠ケ関字横路,38,34,38.5667,139,33.1,139.5517,18,10,2,(昭50.5.23)昭51.12.3,1975/05/23,1976/12/03,,,山形地方気象台,1040,
35256,0,山形,35,雨,Y,N,N,N,N,荒沢,アラサワ,鶴岡市荒沢字狩籠,38,30.4,38.5067,139,46.9,139.7817,273,,,昭54.4.11,1979/04/11,1979/04/11,,,山形地方気象台,1357,
35332,0,山形,35,四,Y,Y,Y,Y,N,村山,ムラヤマ,村山市大字大久保字寄込,38,27.6,38.4600,140,20.9,140.3483,80,6.5,2,平14.6.4,2002/06/04,2002/06/04,,,山形地方気象台,1539,
35334,0,山形,35,官,Y,Y,Y,N,N,東根,ヒガシネ,東根市大字羽入字柏原新林　山形空港出張所,38,24.7,38.4117,140,22.2,140.3700,105,8,,平18.3.16,2006/03/16,2006/03/16,,日照を除く,山形地方気象台,1488,
35361,0,山形,35,四,Y,Y,Y,Y,N,大井沢,オオイサワ,西村山郡西川町大井沢字中村,38,23.4,38.3900,139,59.6,139.9933,440,10,4,昭53.12.20,1978/12/20,1978/12/20,35925,,山形地方気象台,1292,
35376,0,山形,35,四,Y,Y,Y,Y,N,左沢,アテラザワ,西村山郡大江町本郷字下夕原己,38,22.2,38.3700,140,11.5,140.1917,133,6.5,2,#昭51.12.3,1974/11/01,1976/12/03,35945,,山形地方気象台,272,
35426,0,山形,35,官,Y,Y,Y,Y,N,山形,ヤマガタ,山形市緑町　山形地方気象台,38,15.3,38.2550,140,20.7,140.3450,153,13.8,,#昭50.3.17,1974/11/01,1975/03/17,35927,,山形地方気象台,47588,
35456,0,山形,35,四,Y,Y,Y,Y,N,長井,ナガイ,長井市平山,38,6.3,38.1050,140,0.9,140.0150,210,9,3,#昭51.12.10,1974/11/01,1976/12/10,35930,,山形地方気象台,275,
35466,0,山形,35,雨,Y,N,N,N,N,上山中山,カミノヤマナカヤマ,上山市中山字壁屋敷,38,7,38.1167,140,12.8,140.2133,270,,,平17.10.25,2005/10/25,2005/10/25,,,山形地方気象台,1562,
35486,0,山形,35,四,Y,Y,Y,Y,N,小国,オグニ,西置賜郡小国町増岡字下林,38,4.7,38.0783,139,44.1,139.7350,140,10,4,#昭51.12.8,1974/11/01,1976/12/08,35935,,山形地方気象台,277,
35511,0,山形,35,四,Y,Y,Y,Y,N,高畠,タカハタ,東置賜郡高畠町安久津字加茂川原,38,0.2,38.0033,140,12.4,140.2067,220,10,2.5,昭51.12.9,1976/12/09,1976/12/09,,,山形地方気象台,1132,
35537,0,山形,35,雨,Y,N,N,N,N,中津川,ナカツガワ,西置賜郡飯豊町岩倉,37,54.6,37.9100,139,50.6,139.8433,390,,,昭56.7.1,1981/07/01,1981/07/01,,,山形地方気象台,1372,
35541,0,山形,35,四,Y,Y,Y,Y,N,高峰,タカミネ,西置賜郡飯豊町高峰,37,59.9,37.9983,139,57.4,139.9567,250,8.5,3.5,#昭51.11.22,1974/11/01,1976/11/22,,,山形地方気象台,278,
35552,0,山形,35,四,Y,Y,Y,Y,N,米沢,ヨネザワ,米沢市アルカディア,37,54.7,37.9117,140,8.6,140.1433,245,9.4,1.5,平17.12.1,2005/12/01,2005/12/01,35940,,山形地方気象台,279,
36056,0,福島,36,四,Y,Y,Y,Y,N,茂庭,モニワ,福島市飯坂町茂庭字滑滝道,37,53.5,37.8917,140,26.2,140.4367,200,6.5,3,平4.10.23,1992/10/23,1992/10/23,36950,,福島地方気象台,1293,
36066,0,福島,36,四,Y,Y,Y,Y,N,梁川,ヤナガワ,伊達市梁川町粟野字作田,37,51.1,37.8517,140,35.3,140.5883,43,8.9,1.5,#昭51.12.6,1974/11/01,1976/12/06,,,福島地方気象台,281,
36081,0,福島,36,雨,Y,N,N,N,N,新地,シンチ,相馬郡新地町谷地小屋字樋掛田,37,52.5,37.8750,140,55.1,140.9183,10,,,平23.6.14,2011/06/14,2011/06/14,,臨時観測所,福島地方気象台,1633,
36106,0,福島,36,四,Y,Y,Y,Y,N,桧原,ヒバラ,耶麻郡北塩原村桧原字墓下,37,43.3,37.7217,140,3.5,140.0583,824,8.9,4,昭53.10.26,1978/10/26,1978/10/26,,,福島地方気象台,1282,
36126,0,福島,36,官,Y,Y,Y,Y,N,福島,フクシマ,福島市松木町　福島地方気象台,37,45.5,37.7583,140,28.2,140.4700,67,26,,#昭50.3.13,1974/11/01,1975/03/13,36955,,福島地方気象台,47595,
36151,0,福島,36,四,Y,Y,Y,Y,N,相馬,ソウマ,相馬市成田字五郎右エ門橋,37,47,37.7833,140,55.5,140.9250,9,6.5,1.5,#昭51.12.7,1974/11/01,1976/12/07,,,福島地方気象台,285,
36176,0,福島,36,四,Y,Y,Y,Y,N,喜多方,キタカタ,喜多方市字押切,37,39.5,37.6583,139,51.8,139.8633,212,10,3.5,#昭51.12.13,1974/11/01,1976/12/13,,,福島地方気象台,286,
36196,0,福島,36,四,Y,Y,Y,Y,N,鷲倉,ワシクラ,福島市土湯温泉町字鷲倉山国有林,37,40.1,37.6683,140,15.6,140.2600,1220,6.5,3,昭51.11.16,1976/11/16,1976/11/16,,,福島地方気象台,1116,
36221,0,福島,36,四,Y,Y,Y,Y,N,飯舘,イイタテ,相馬郡飯舘村草野字大師堂,37,41.7,37.6950,140,44.8,140.7467,446,6.5,1.5,昭51.12.4,1976/12/04,1976/12/04,,,福島地方気象台,1130,
36231,0,福島,36,雨,Y,N,N,N,N,原町,ハラマチ,南相馬市原町区高見町,37,38.3,37.6383,140,59.1,140.9850,10,,,#,1974/11/01,,,,福島地方気象台,288,
36251,0,福島,36,四,Y,Y,Y,Y,N,西会津,ニシアイヅ,耶麻郡西会津町尾野本字樋ノ口原乙,37,35.3,37.5883,139,39.4,139.6567,165,10,3.5,(昭50.5.21)昭51.11.24,1975/05/21,1976/11/24,36905,,福島地方気象台,1031,
36276,0,福島,36,四,Y,Y,Y,Y,N,猪苗代,イナワシロ,猪苗代町字下園,37,33.3,37.5550,140,7.3,140.1217,522,6.5,2.5,#昭51.11.30,1974/11/01,1976/11/30,36910,,福島地方気象台,290,
36291,0,福島,36,四,Y,Y,Y,Y,N,二本松,ニホンマツ,二本松市金色久保,37,35,37.5833,140,25.8,140.4300,235,10,1.5,#昭51.12.3,1974/11/01,1976/12/03,,,福島地方気象台,291,
36307,0,福島,36,雨,Y,N,N,N,N,津島,ツシマ,双葉郡浪江町下津島字町,37,33.6,37.5600,140,45.2,140.7533,400,,,昭52.3.23,1977/03/23,1977/03/23,,,福島地方気象台,1150,
36342,0,福島,36,四,Y,Y,Y,Y,N,金山,カネヤマ,大沼郡金山町大字中川字沖根原,37,28.4,37.4733,139,31.7,139.5283,296,10,4.5,平19.12.19,2007/12/19,2007/12/19,36921,,福島地方気象台,1044,
36361,0,福島,36,官,Y,Y,Y,Y,N,若松,ワカマツ,会津若松市材木町　若松特別地域気象観測所,37,29.3,37.4883,139,54.6,139.9100,212,13.3,,#昭50.3.17,1974/11/01,1975/03/17,36923,,福島地方気象台,47570,
36391,0,福島,36,四,Y,Y,Y,Y,N,船引,フネヒキ,田村市船引町船引字新房院,37,26.1,37.4350,140,34.6,140.5767,421,6.5,1.5,#昭51.12.2,1974/11/01,1976/12/02,,,福島地方気象台,294,
36411,0,福島,36,四,Y,Y,Y,Y,N,浪江,ナミエ,双葉郡浪江町川添字北上の原,37,29.5,37.4917,140,57.9,140.9650,47,10,1.5,#昭51.12.8,1974/11/01,1976/12/08,,,福島地方気象台,295,
36426,0,福島,36,四,Y,Y,Y,Y,N,只見,タダミ,南会津郡只見町只見字原,37,20.6,37.3433,139,18.8,139.3133,377,10.5,4.5,昭51.7.20,1976/07/20,1976/07/20,36915,,福島地方気象台,297,
36461,0,福島,36,雨,Y,N,N,N,N,湖南,コナン,郡山市湖南町福良字家老,37,23.3,37.3883,140,5.4,140.0900,536,,,昭57.6.18,1982/06/18,1982/06/18,,,福島地方気象台,1386,
36476,0,福島,36,四,Y,Y,Y,Y,N,郡山,コオリヤマ,郡山市安積町成田字東丸山,37,22.1,37.3683,140,19.8,140.3300,249,6.5,1.5,#昭51.3.12,1974/11/01,1976/03/12,,,福島地方気象台,299,
36501,0,福島,36,四,Y,Y,Y,Y,N,川内,カワウチ,双葉郡川内村上川内字小山平,37,20.2,37.3367,140,48.5,140.8083,410,10,1.5,昭51.11.30,1976/11/30,1976/11/30,,,福島地方気象台,1129,
36511,0,福島,36,雨,Y,N,N,N,N,富岡,トミオカ,双葉郡富岡町小浜,37,20.8,37.3467,141,1,141.0167,50,,,#,1974/11/01,,,,福島地方気象台,300,
36536,0,福島,36,四,Y,Y,Y,Y,N,南郷,ナンゴウ,南会津郡南会津町界字梨木平,37,15.9,37.2650,139,32.2,139.5367,494,8,4.5,#昭51.11.19,1974/11/01,1976/11/19,36925,,福島地方気象台,301,
36562,0,福島,36,四,Y,Y,Y,Y,N,湯本,ユモト,岩瀬郡天栄村田良尾字持石,37,16.6,37.2767,140,3.8,140.0633,640,9.9,2.5,昭63.10.5,1988/10/05,1988/10/05,36945,,福島地方気象台,1294,
36571,0,福島,36,雨,Y,N,N,N,N,長沼,ナガヌマ,須賀川市長沼字町尻,37,17.3,37.2883,140,13.1,140.2183,317,,,昭53.8.8,1978/08/08,1978/08/08,,,福島地方気象台,1268,
36581,0,福島,36,官,Y,Y,Y,N,N,玉川,タマカワ,石川郡玉川村大字北須釜字はばき田　福島空港出張所,37,13.6,37.2267,140,25.6,140.4267,372,10,,平18.3.16,2006/03/16,2006/03/16,,日照を除く,福島地方気象台,1466,
36591,0,福島,36,四,Y,Y,Y,Y,N,小野新町,オノニイマチ,田村郡小野町小野新町字舘廻,37,17.2,37.2867,140,37.5,140.6250,433,10,1.5,#昭51.12.1,1974/11/01,1976/12/01,,,福島地方気象台,304,
36596,0,福島,36,雨,Y,N,N,N,N,川前,カワマエ,いわき市川前町川前字五林,37,12.4,37.2067,140,45,140.7500,287,,,昭53.8.22,1978/08/22,1978/08/22,,,福島地方気象台,1274,
36611,0,福島,36,四,Y,Y,Y,Y,N,広野,ヒロノ,双葉郡広野町下北迫字大谷地原,37,14,37.2333,141,0,141.0000,43,10,1.5,(昭50.5.22)昭51.12.13,1975/05/22,1976/12/13,,,福島地方気象台,1034,
36641,0,福島,36,四,Y,Y,Y,Y,N,田島,タジマ,南会津郡南会津町田島字東下原,37,12.4,37.2067,139,47.7,139.7950,544,10,3,#昭51.11.18,1974/11/01,1976/11/18,36935,,福島地方気象台,303,
36667,0,福島,36,官,Y,Y,Y,Y,N,白河,シラカワ,白河市郭内　白河特別地域気象観測所,37,7.9,37.1317,140,12.9,140.2150,355,45.4,,平6.1.28,1994/01/28,1994/01/28,36937,,福島地方気象台,47597,
36676,0,福島,36,四,Y,Y,Y,Y,N,石川,イシカワ,石川郡石川町双里字本宮,37,8.8,37.1467,140,27.6,140.4600,290,10,1.5,#昭51.11.26,1974/11/01,1976/11/26,,,福島地方気象台,307,
36716,0,福島,36,四,Y,Y,Y,Y,N,桧枝岐,ヒノエマタ,南会津郡桧枝岐村下ノ原,37,1.4,37.0233,139,23.2,139.3867,930,10,4.5,昭53.10.31,1978/10/31,1978/10/31,36940,,福島地方気象台,1295,
36726,0,福島,36,雨,Y,N,N,N,N,舘岩,タテイワ,南会津郡南会津町松戸原,37,5.5,37.0917,139,31.9,139.5317,690,,,昭53.8.9,1978/08/09,1978/08/09,,,福島地方気象台,1269,
36766,0,福島,36,雨,Y,N,N,N,N,古殿,フルドノ,石川郡古殿町大字松川字横川,37,5.4,37.0900,140,33.6,140.5600,353,,,平23.6.14,2011/06/14,2011/06/14,,臨時観測所,福島地方気象台,1634,
36781,0,福島,36,雨,Y,N,N,N,N,平,タイラ,いわき市好間町今新田字宮西,37,3.9,37.0650,140,52.6,140.8767,12,,,#,1974/11/01,,,,福島地方気象台,310,
36821,0,福島,36,四,Y,Y,Y,Y,N,東白川,ヒガシシラカワ,東白川郡塙町大字上石井字新田,36,56.3,36.9383,140,24.5,140.4083,183,6.5,1.5,#昭51.11.25,1974/11/01,1976/11/25,,,福島地方気象台,312,
36836,0,福島,36,四,Y,Y,Y,Y,N,山田,ヤマダ,いわき市山田町大谷,36,56,36.9333,140,44,140.7333,25,10,1.5,平21.3.6,2009/03/06,2009/03/06,,,福島地方気象台,1607,
36846,0,福島,36,官,Y,Y,Y,Y,N,小名浜,オナハマ,いわき市小名浜字船引場　小名浜特別地域気象観測所,36,56.8,36.9467,140,54.2,140.9033,3,14.9,,#昭50.3.17,1974/11/01,1975/03/17,,,福島地方気象台,47598,
40041,0,茨城,40,雨,Y,N,N,N,N,花園,ハナゾノ,北茨城市華川町花園,36,52.1,36.8683,140,38.2,140.6367,370,,,#,1974/11/01,,,,水戸地方気象台,314,
40046,0,茨城,40,四,Y,Y,Y,Y,N,北茨城,キタイバラキ,北茨城市関南町関本下字小高,36,50.5,36.8417,140,46.3,140.7717,45,8.5,1.5,#昭53.1.18,1974/11/01,1978/01/18,,,水戸地方気象台,315,
40061,0,茨城,40,四,Y,Y,Y,Y,N,大子,ダイゴ,久慈郡大子町大子,36,46.7,36.7783,140,20.7,140.3450,120,10,1.5,#昭53.1.13,1974/11/01,1978/01/13,,,水戸地方気象台,316,
40066,0,茨城,40,雨,Y,N,N,N,N,徳田,トクダ,常陸太田市徳田町,36,46.7,36.7783,140,28.9,140.4817,270,,,昭52.7.15,1977/07/15,1977/07/15,,,水戸地方気象台,1173,
40076,0,茨城,40,雨,Y,N,N,N,N,大能,オオノウ,高萩市大能,36,44.6,36.7433,140,35.5,140.5917,395,,,昭60.6.5,1985/06/05,1985/06/05,,,水戸地方気象台,1421,
40081,0,茨城,40,雨,Y,N,N,N,N,高萩,タカハギ,高萩市高浜町,36,42.4,36.7067,140,43.1,140.7183,4,,,平23.6.14,2011/06/14,2011/06/14,,臨時観測所,水戸地方気象台,1635,
40091,0,茨城,40,四,Y,Y,Y,Y,N,常陸大宮,ヒタチオオミヤ,常陸大宮市上小瀬,36,36.4,36.6067,140,19.5,140.3250,95,6.5,1.5,昭53.12.20,1978/12/20,1978/12/20,,,水戸地方気象台,1331,
40126,0,茨城,40,雨,Y,N,N,N,N,中野,ナカノ,常陸太田市中野町,36,30.9,36.5150,140,28.4,140.4733,17,,,昭52.7.13,1977/07/13,1977/07/13,,,水戸地方気象台,1170,
40136,0,茨城,40,四,Y,Y,Y,Y,N,日立,ヒタチ,日立市助川町,36,35.9,36.5983,140,39,140.6500,52,10,1.5,(昭50.5.20)昭53.1.18,1975/05/20,1978/01/18,,,水戸地方気象台,1011,
40181,0,茨城,40,雨,Y,N,N,N,N,門井,カドイ,筑西市門井,36,20,36.3333,140,2,140.0333,40,,,昭57.6.23,1982/06/23,1982/06/23,,,水戸地方気象台,1388,
40191,0,茨城,40,四,Y,Y,Y,Y,N,笠間,カサマ,笠間市石井,36,23,36.3833,140,14.2,140.2367,65,10,1.5,#昭53.1.31,1974/11/01,1978/01/31,,,水戸地方気象台,318,
40201,0,茨城,40,官,Y,Y,Y,Y,N,水戸,ミト,水戸市金町　水戸地方気象台,36,22.8,36.3800,140,28,140.4667,29,14,,#昭50.3.3,1974/11/01,1975/03/03,40900,,水戸地方気象台,47629,
40221,0,茨城,40,四,Y,Y,Y,Y,N,古河,コガ,古河市北町,36,12.1,36.2017,139,43,139.7167,20,10,1.5,#昭53.1.11,1974/11/01,1978/01/11,,,水戸地方気象台,320,
40231,0,茨城,40,四,Y,Y,Y,Y,N,下館,シモダテ,筑西市西石田,36,16.9,36.2817,139,59.3,139.9883,24,6.5,1.5,平13.12.10,2001/12/10,2001/12/10,,,水戸地方気象台,1530,
40241,0,茨城,40,雨,Y,N,N,N,N,柿岡,カキオカ,石岡市柿岡,36,14,36.2333,140,11.3,140.1883,27,,,昭50.5.20,1975/05/20,1975/05/20,,,水戸地方気象台,1012,
40251,0,茨城,40,雨,Y,N,N,N,N,美野里,ミノリ,小美玉市部室,36,14.2,36.2367,140,19.5,140.3250,25,,,昭50.5.20,1975/05/20,1975/05/20,,,水戸地方気象台,1013,
40281,0,茨城,40,四,Y,Y,Y,Y,N,下妻,シモツマ,下妻市二本紀,36,10.1,36.1683,139,56.7,139.9450,20,10,1.5,#昭53.1.11,1974/11/01,1978/01/11,,,水戸地方気象台,322,
40311,0,茨城,40,四,Y,Y,Y,Y,N,鉾田,ホコタ,鉾田市安房,36,10.1,36.1683,140,31.6,140.5267,32,10,1.5,昭53.1.31,1978/01/31,1978/01/31,,,水戸地方気象台,1245,
40326,0,茨城,40,雨,Y,N,N,N,N,坂東,バンドウ,坂東市辺田,36,2.1,36.0350,139,53.6,139.8933,16,,,#,1974/11/01,,,,水戸地方気象台,323,
40336,0,茨城,40,官,Y,Y,Y,Y,N,つくば,ツクバ,つくば市長峰　高層気象台,36,3.4,36.0567,140,7.5,140.1250,25,20.4,,平2.3.9,1990/03/09,1990/03/09,,,水戸地方気象台,47646,
40341,0,茨城,40,四,Y,Y,Y,Y,N,土浦,ツチウラ,土浦市木田余東台,36,6.2,36.1033,140,13.2,140.2200,26,10,1.5,#昭53.1.12,1974/11/01,1978/01/12,,,水戸地方気象台,324,
40391,0,茨城,40,雨,Y,N,N,N,N,江戸崎,エドサキ,稲敷市江戸崎甲,35,57.6,35.9600,140,19.2,140.3200,25,,,昭50.3.28,1975/03/28,1975/03/28,,,水戸地方気象台,911,
40406,0,茨城,40,四,Y,Y,Y,Y,N,鹿嶋,カシマ,鹿嶋市城山,35,57.8,35.9633,140,37.3,140.6217,37,10,1.5,#昭53.1.17,1974/11/01,1978/01/17,,,水戸地方気象台,325,
40426,0,茨城,40,四,Y,Y,Y,Y,N,龍ケ崎,リュウガサキ,龍ケ崎市大徳町,35,53.4,35.8900,140,12.7,140.2117,4,9.4,1.5,(昭50.5.20)昭53.12.19,1975/05/20,1978/12/19,,,水戸地方気象台,1014,
41011,0,栃木,41,四,Y,Y,Y,Y,N,那須,ナス,那須郡那須町大島,37,7.4,37.1233,140,2.1,140.0350,749,6.6,1.5,#昭52.11.9,1974/11/01,1977/11/09,41900,,宇都宮地方気象台,326,
41076,0,栃木,41,四,Y,Y,Y,Y,N,五十里,イカリ,日光市五十里堀割,36,55.3,36.9217,139,41.7,139.6950,620,10,1.5,(昭50.5.20)昭52.11.10,1975/05/20,1977/11/10,,,宇都宮地方気象台,1015,
41091,0,栃木,41,四,Y,Y,Y,Y,N,黒磯,クロイソ,那須塩原市埼玉,36,58.9,36.9817,140,1.1,140.0183,343,10,1.5,#昭52.12.26,1974/11/01,1977/12/26,,,宇都宮地方気象台,329,
41116,0,栃木,41,四,Y,Y,Y,Y,N,土呂部,ドロブ,日光市土呂部,36,53.6,36.8933,139,34.1,139.5683,925,10,1.5,昭52.11.10,1977/11/10,1977/11/10,41905,,宇都宮地方気象台,1221,
41141,0,栃木,41,四,Y,Y,Y,Y,N,大田原,オオタワラ,大田原市宇田川,36,50.4,36.8400,140,2.1,140.0350,188,10,1.5,#昭51.2.20,1974/11/01,1976/02/20,,,宇都宮地方気象台,331,
41166,0,栃木,41,官,Y,Y,Y,Y,N,奥日光,オクニッコウ,日光市中宮祠　日光特別地域気象観測所,36,44.3,36.7383,139,30,139.5000,1292,11.1,,#昭50.11.27,1974/11/01,1975/11/27,41910,,宇都宮地方気象台,47690,
41171,0,栃木,41,四,Y,Y,Y,Y,N,今市,イマイチ,日光市瀬川,36,43.6,36.7267,139,40.6,139.6767,414,10,1.5,昭53.12.21,1978/12/21,1978/12/21,,,宇都宮地方気象台,1333,
41181,0,栃木,41,四,Y,Y,Y,Y,N,塩谷,シオヤ,塩谷郡塩谷町大字田所,36,45.4,36.7567,139,53,139.8833,225,10.5,1.5,昭53.12.21,1978/12/21,1978/12/21,,,宇都宮地方気象台,1334,
41211,0,栃木,41,雨,Y,N,N,N,N,足尾,アシオ,日光市足尾町,36,38.8,36.6467,139,26.9,139.4483,650,,,昭50.5.20,1975/05/20,1975/05/20,,,宇都宮地方気象台,1016,
41241,0,栃木,41,雨,Y,N,N,N,N,高根沢,タカネザワ,塩谷郡高根沢町上高根沢台の原,36,36.4,36.6067,139,59.9,139.9983,148,,,#,1974/11/01,,,,宇都宮地方気象台,334,
41247,0,栃木,41,四,Y,Y,Y,Y,N,那須烏山,ナスカラスヤマ,那須烏山市森田字小塙前,36,38.5,36.6417,140,7,140.1167,82,10.5,1.5,平21.2.24,2009/02/24,2009/02/24,,,宇都宮地方気象台,1605,
41271,0,栃木,41,四,Y,Y,Y,Y,N,鹿沼,カヌマ,鹿沼市見野,36,35.5,36.5917,139,44.1,139.7350,165,10.5,1.5,#昭53.1.9,1974/11/01,1978/01/09,,,宇都宮地方気象台,335,
41277,0,栃木,41,官,Y,Y,Y,Y,N,宇都宮,ウツノミヤ,宇都宮市明保野町　宇都宮地方気象台,36,32.9,36.5483,139,52.1,139.8683,119,49.2,,平元.12.20,1989/12/20,1989/12/20,41915,,宇都宮地方気象台,47615,
41311,0,栃木,41,雨,Y,N,N,N,N,葛生,クズウ,佐野市豊代町,36,26,36.4333,139,35.4,139.5900,120,,,#,1974/11/01,,,,宇都宮地方気象台,337,
41331,0,栃木,41,四,Y,Y,Y,Y,N,真岡,モオカ,真岡市下籠谷,36,28.7,36.4783,139,59.2,139.9867,91,10,1.5,#昭53.1.10,1974/11/01,1978/01/10,,,宇都宮地方気象台,338,
41356,0,栃木,41,雨,Y,N,N,N,N,足利,アシカガ,足利市上渋垂町,36,18.1,36.3017,139,28.4,139.4733,28,,,#,1974/11/01,,,,宇都宮地方気象台,339,
